"","Prot","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2586","APPL1",-0.87915622930077,15.1581882897222,-6.14166141861017,6.28548498649473e-07,3.42290383329205e-06,5.10248688351725
"2587","PRPF40A",-0.87915622930077,15.1581882897222,-6.14166141861017,6.28548498649473e-07,3.42290383329205e-06,5.10248688351725
"1794","EIF5",1.90768868104621,13.9699079261126,6.13400770945272,6.42849775749286e-07,3.49271836685902e-06,5.09284504330105
"1807","IGFBP2",-2.2331057429665,11.611698647972,-6.10666576194856,6.96666493799016e-07,3.75054701456183e-06,5.07292472661813
"360","FLII",-0.683404192449115,17.0877379879805,-6.10869448105005,6.92522194451182e-07,3.74533792320158e-06,5.02035994696204
"799","ADD3",-1.59359667880996,16.4738957927822,-6.10783995077961,6.9426481105214e-07,3.74617030769095e-06,4.97771809114116
"1170","GNAQ",1.43558347816224,14.4084891936651,6.09231681189275,7.26699747553837e-07,3.89445001075443e-06,4.96923020351921
"488","RNPEP",0.906063999860419,17.2680749800604,6.09275864786091,7.25755805767351e-07,3.89445001075443e-06,4.94683783747227
"2909","FRMD6",1.19326995404013,12.4115078948687,6.06360633568369,7.90759634482141e-07,4.20905466841736e-06,4.94259488166383
"672","CFL2",-0.519163258998844,16.5192502235513,-6.07765385412294,7.58736208737817e-07,4.04773751177324e-06,4.93876506562867
"47","UBA1",-0.469079574127845,19.7432108334723,-6.08509233708049,7.42310510483523e-07,3.96908885197312e-06,4.91385747283198
"2560","PSMB8",-1.11972130873148,14.2272880301296,-6.04950167311206,8.2428107753838e-07,4.37760085773761e-06,4.84394200087468
"209","CSE1L",0.941397276853026,17.3801734891276,6.03108904916872,8.70200601588641e-07,4.60679858883876e-06,4.77442336815942
"2637","ABLIM1",-0.868900863788577,17.0933912022424,-6.0306426396591,8.71345280162039e-07,4.60679858883876e-06,4.75186292429925
"1334","S100A13",3.01529642333051,12.5411506974209,6.00982027167023,9.26454141653913e-07,4.87629211165162e-06,4.74225754738399
"1405","CBS",1.08362126153413,16.8767622160183,6.02208392261396,8.93586523829316e-07,4.71381884382445e-06,4.73119624737808
"1665","RANBP1",-1.23464196447684,13.9213624824393,-5.99948519755719,9.55094866517284e-07,5.01584341926003e-06,4.72962460111104
"2088","',ATP2C1
""2110",2.25219116362424,14.5003053443249,5.98259726282484,1.00382288442488e-06,5.26003191438638e-06,4.66762465895068
"2471","USP10",1.86506702685752,13.9589056559963,5.96183338328633,1.06717269597729e-06,5.57958584726044e-06,4.60347830592178
"754","GNB2",-2.96156635464401,12.5588571879775,-5.95086198125164,1.10225261924849e-06,5.75024707121225e-06,4.59982803287511
"894","PRKAR1A",-0.57750686945578,17.5084899285563,-5.94911658511002,1.10793919230309e-06,5.76715367649158e-06,4.52456655587118
"104","KRT18",-3.22948132140195,16.7726941170933,-5.94222540592867,1.13068031882839e-06,5.87256429911311e-06,4.50777298328331
"1484","UBXN1",-1.35997966430369,13.5480942762648,-5.90472343017948,1.26291424748976e-06,6.51630589842637e-06,4.45541724196655
"1344","SNRPA",-0.538650075229463,17.5309857813394,-5.91431866984716,1.22767009115387e-06,6.34834665557198e-06,4.4384240721309
"2279","EDEM3",-1.24908614601168,13.0744127503461,-5.89540235946002,1.29812418191345e-06,6.654297436852e-06,4.42479799103977
"2217","OSBPL10",1.13293099737504,14.372299052318,5.91513761507045,1.22470817787495e-06,6.34694919434973e-06,4.42351413921036
"2615","VPS25",0.979499630370544,16.0062180299806,5.9013411322148,1.27557847736784e-06,6.56727958435235e-06,4.38468020254282
"533","PRDX5",-0.563949481891144,18.3502587313341,-5.90039965689528,1.27912624950906e-06,6.57119759551715e-06,4.37880845805043
"2273","SF3B6",-0.96780017595825,13.2424457654232,-5.88448504486785,1.34061942935357e-06,6.85722476012084e-06,4.37019091592311
"1575","MTOR",-1.95178789483395,13.3858812868218,-5.87393697577507,1.38300384187266e-06,7.05870792020722e-06,4.34094285602436
"41","CKAP4",-0.472700563558598,20.9079362309822,-5.86926954276857,1.40218551172858e-06,7.14115213100646e-06,4.28041429354625
"936","H2AC7",1.03890794499016,15.7997011393195,5.84959495913202,1.48602211205582e-06,7.51939944254857e-06,4.23859122846506
"15","ACTN4",-0.427478846148145,20.4792009297931,-5.85680246392128,1.45474106201355e-06,7.39284358669816e-06,4.23846069516533
"497","PPP1CB",0.524949172923752,17.6621341132086,5.8496674191356,1.48570429487238e-06,7.51939944254857e-06,4.22805979487639
"162","EHD1",-1.5064036847699,17.5969698481241,-5.84786115023786,1.49364716637437e-06,7.54179875441275e-06,4.22572226609761
"1003","CAV1",1.25773135072177,14.9658621283341,5.83286448033199,1.56126121304035e-06,7.8495819623649e-06,4.21638075114463
"1813","TOR1AIP2",2.05096891462569,13.905532895052,5.84217426120172,1.51893408403455e-06,7.65309096186638e-06,4.21425932926
"2220","CPSF7",-0.963967501407265,12.8121643195048,-5.81154874949658,1.66268609305574e-06,8.3417315051605e-06,4.1668980656387
"1536","HEATR1",-1.70815781249558,14.445764523359,-5.80182048590557,1.71114780735817e-06,8.56663806741097e-06,4.12899514410444
"2595","GMPR2",-1.23809881432797,12.4527077229434,-5.79154993038248,1.76384995659743e-06,8.77459535370619e-06,4.1223225568045
"3198","WDR45",-0.674323159499599,12.6911934137802,-5.79919834887941,1.7244508910799e-06,8.61494746009832e-06,4.1136935071458
"706","CTSB",0.812788998481817,18.4302301079713,5.79733534879324,1.73396559913026e-06,8.64416677113987e-06,4.0730106815721
"1347","ACOT2",-1.12228084787463,14.3563264055394,-5.78855568116123,1.77951901785341e-06,8.83390704020702e-06,4.0710921151117
"424","EIF3B",0.505962932642583,17.1663952367432,5.77485681893023,1.85300595513947e-06,9.16595324552777e-06,4.0215625761526
"377","RDX",-1.14853335692432,15.9580457799209,-5.77464216140702,1.8541813817289e-06,9.16595324552777e-06,4.01964802060209
"1604","ISOC1",1.88210428422328,12.9727262322115,5.75717150327799,1.95239868483599e-06,9.60702090692533e-06,3.99492408917677
"1468","CTSA",-1.44044253838928,13.8983112609261,-5.75590785245538,1.95970188983506e-06,9.60702090692533e-06,3.98185079949812
"668","LAMB1",-1.1307254828052,15.0539244560802,-5.75616787621577,1.95819686018984e-06,9.60702090692533e-06,3.97792781180428
"2017","IGFBP7",1.37782253153621,15.5200980075916,5.75710133580384,1.95280349738279e-06,9.60702090692533e-06,3.95225187373218
"1566","GSTM4",-1.89436394639011,15.4984445205288,-5.73327604291546,2.09524082585021e-06,1.02289396839644e-05,3.947326310081
"1112","GBP1",1.10786426754032,15.3113710069153,5.74254774278496,2.03861247280793e-06,9.97312906821804e-06,3.941995203803
"1393","SYNPO",2.05823933543492,12.9697546540219,5.70957510994692,2.24727247731836e-06,1.08365409028971e-05,3.93689643535284
"2792","KIF3B",0.72436548995951,15.2378375171476,5.73014681186491,2.11470698739792e-06,1.02814001572872e-05,3.89859717008798
"2125","DCUN1D1",5.55749729391135,11.3142845311614,5.72349540055408,2.15668829610297e-06,1.04639321033144e-05,3.89615860302857
"303","SCARB2",0.640801873741018,19.5493814240811,5.73132354536304,2.10736563724086e-06,1.02668763896982e-05,3.87650573743693
"1694","PRPF19",-1.3910262662517,13.3802473412061,-5.71061902233356,2.24034901180053e-06,1.08365409028971e-05,3.85497758191645
"1421","ELOB",-1.10450890247802,14.6949875758782,-5.70972251876699,2.24629352917689e-06,1.08365409028971e-05,3.84903157332409
"13","ACTN1",-0.438415900705839,21.0120164274756,-5.70491798572281,2.27842184308301e-06,1.0964323889775e-05,3.79327028000487
"339","RACK1",0.41112365765176,18.8255152021691,5.69307110674518,2.35962528985478e-06,1.13319682962883e-05,3.77252595564479
"1895","KRT4",-0.900160672977029,14.8577691301407,-5.69035523795102,2.37864610592958e-06,1.14000965808576e-05,3.76747327337513
"2064","HGS",-1.03943731967132,14.9554153813303,-5.68391036543462,2.42440071908897e-06,1.15958152040807e-05,3.75417786835928
"1691","NRBP1",-0.942455458242002,15.1444655550706,-5.68151340713966,2.44164181457562e-06,1.16546384590472e-05,3.74266756078628
"2842","RBFOX2",-0.589272005411742,14.5256872040711,-5.66488029384325,2.56471576471345e-06,1.20951995463886e-05,3.73709058001957
"809","CACYBP",-0.89680467993516,16.9667255971206,-5.67542977150143,2.48595465065436e-06,1.1842183972208e-05,3.71399477651798
"1243","ELAVL1",3.98306131226518,11.1433177438539,5.64502802743886,2.71977498095537e-06,1.27753573806629e-05,3.713227991378
"1274","EML4",-1.05612924880145,16.0176398574346,-5.67393958883787,2.49693140167757e-06,1.18704924297494e-05,3.70966617408144
"2284","CTH",1.55952318074884,13.6146648296592,5.66637329560757,2.55341907264194e-06,1.20660564594984e-05,3.70266643185106
"451","PSMD13",1.1118907482421,17.4376272428531,5.66773308529208,2.54317371718792e-06,1.20660032698775e-05,3.67882773329896
"774","HARS1",-0.757939763300988,16.2836802535993,-5.66638775183919,2.55330993470377e-06,1.20660564594984e-05,3.67310347858847
"756","PSMD14",-0.854044012469017,16.4954824666364,-5.65071319091675,2.67443426069826e-06,1.25874570593343e-05,3.64401343963396
"2659","EIF4EBP1",1.6245434004975,13.1600445878675,5.62312997172515,2.90173204374517e-06,1.36029506146145e-05,3.60107660240143
"1800","SGTA",6.77371682730256,10.5355742480146,5.5762626936632,3.33319590298871e-06,1.53809705269029e-05,3.59505187218463
"274","ARF1",-0.513749482024716,17.6228012370518,-5.61473148121276,2.97470994319313e-06,1.39173929485107e-05,3.55222341748621
"275","PSMD1",0.676704149830948,18.1017175853027,5.60456553317308,3.06551002974147e-06,1.4313807227981e-05,3.50608262171631
"2678","PTMS",-1.13660676870877,14.3317608307608,-5.59267524156208,3.17524010797875e-06,1.47386145169565e-05,3.49798941721151
"1908","ABHD12",1.04331208879888,15.5700314754268,5.60168063637228,3.09177937737273e-06,1.44079363079939e-05,3.4835870194066
"1053","AP3M1",-0.668772996064146,16.5345380072225,-5.59499208093939,3.1535547840614e-06,1.46668287590075e-05,3.47053724099616
"2933","PRPF4",-0.799396387092994,14.103758003743,-5.58546764649174,3.2436618994281e-06,1.50266301745608e-05,3.46697420697332
"1141","SERPINE2",1.30467196566649,15.3938095721927,5.58010422223652,3.29553339169712e-06,1.52369955639643e-05,3.44264691284748
"2490","EML1",-1.04032739272116,13.8342765652199,-5.57178006075888,3.37768907711353e-06,1.55255182141008e-05,3.43563984679557
"1556","CHD4",1.02142348054728,16.9905283631191,5.57266345250953,3.36887401223714e-06,1.55152439860453e-05,3.42119475675655
"771","ARHGEF2",-1.12709895749468,15.2162310332221,-5.56655272377246,3.43032560362373e-06,1.57367855512544e-05,3.40976695686937
"1469","EIF2B4",-0.529270660107739,16.2243644484141,-5.54716326172837,3.63284200400685e-06,1.65371456475833e-05,3.3668617150109
"3017","EMC4",-3.12331970157242,15.4485940593549,-5.53107716501789,3.80991028475878e-06,1.71773775362547e-05,3.35714564114438
"511","TOM1",-0.885199900623887,16.4560421563428,-5.54370187332656,3.67023435288258e-06,1.66431011617252e-05,3.35424980849117
"1681","CPM",-1.23149139652582,13.3812186910526,-5.55004544632702,3.60199776113678e-06,1.64284540053395e-05,3.35283184887825
"1027","SLC4A7",-1.13862302968232,15.693166356076,-5.55557341019277,3.54357092095117e-06,1.6224738313792e-05,3.35184127651187
"136","PDIA6",-0.46178606870808,20.157272200068,-5.55408446759768,3.5592140305191e-06,1.62647803952791e-05,3.3510906684782
"328","LMNB1",-0.988593236840793,17.1199502245302,-5.54374492440467,3.66976692692906e-06,1.66431011617252e-05,3.34683228165282
"682","TRIM25",0.82962347222673,16.0876735567159,5.53324857993038,3.7855130592914e-06,1.71328978767929e-05,3.32463540528486
"1244","HINT1",-0.716760494392199,14.345688681246,-5.53242456410027,3.79475293484562e-06,1.7141814981544e-05,3.32082598543885
"233","TPI1",0.523660660227745,20.0740615859601,5.51926361771686,3.94542666429039e-06,1.77544199893067e-05,3.2634445008793
"1689","SDF2",1.09703093008219,15.570233568084,5.51460212766142,4.00021784202163e-06,1.79666927075943e-05,3.25741920531465
"470","DNM2",0.58078228106474,16.4312568476761,5.49018051892764,4.2999609085235e-06,1.91669335015093e-05,3.20834752682746
"1127","H4C1",1.82545724782702,14.0583911134736,5.5026573297134,4.14411777524991e-06,1.8577623030493e-05,3.20793375054063
"2121","UBE3C",-0.627094484602293,15.9622605917948,-5.49189210233773,4.2782399852259e-06,1.91424855505933e-05,3.18646383989002
"793","CES1",2.28502908319443,14.1996358764738,5.49041406236896,4.29699062744469e-06,1.91669335015093e-05,3.18369513468494
"654","AKR1A1",-0.544706503767477,17.2395229696382,-5.48348628873033,4.38597920293161e-06,1.95134697368165e-05,3.14433566325648
"2878","ARHGEF10",-0.756026673891717,15.2690815552766,-5.46595823580041,4.61945107854117e-06,2.0474935419549e-05,3.11548910834283
"112","DPYSL3",-0.505305683430702,19.2192892056316,-5.47184791495445,4.53964617134293e-06,2.01591067269805e-05,3.11340316859274
"2531","YIF1B",0.902949603029688,12.6697495515763,5.44346809068664,4.93731629954949e-06,2.17949030379953e-05,3.09154792377465
"623","',NT5C2
""626",1.17274387324455,15.7202261813846,5.44585868208321,4.90251522587498e-06,2.16888009429891e-05,3.05513711429088
"915","DNAJC13",1.17649058768573,15.4353367267441,5.43985349190599,4.99040561153131e-06,2.19540605074456e-05,3.04308452818718
"521","COL5A1",-1.95993823756783,16.0767063180878,-5.44294361404203,4.94498436188612e-06,2.17949030379953e-05,3.03331538852705
"1026","RPS9",0.53632687102899,16.1441642105555,5.4117850580704,5.42256397039291e-06,2.38108116241834e-05,2.95258100432025
"2436","PPIL4",-1.47396117229155,14.5661497447423,-5.40256115377738,5.57259582158887e-06,2.44241281548449e-05,2.93907887273417
"2891","PBXIP1",1.4974788640785,14.6019649732745,5.40115802089704,5.59577936200887e-06,2.44802369863023e-05,2.9192179928322
"3088","MALT1",-0.979502476233831,11.9871779345518,-5.38839299668064,5.81117010843798e-06,2.52818064865254e-05,2.91355471555508
"5","MYH10",-0.540607400825866,21.5299915175417,-5.3897815105234,5.78734494477856e-06,2.52246938628241e-05,2.90191115654295
"418","MAPK3",-0.547539258514952,16.9088688305067,-5.3925188907279,5.74066049896758e-06,2.50675508454917e-05,2.88847300709401
"1016","TPP1",1.25910865938135,14.3618951012129,5.36311670347667,6.26242379492554e-06,2.71948348221628e-05,2.81865860211474
"2009","TNS3",0.810975791469549,14.4555526956717,5.36000624523665,6.32032085378134e-06,2.73958025242949e-05,2.81056508217415
"2206","RPE",-1.28437137303624,11.1849843574515,-5.34873696886551,6.53459851807143e-06,2.81692565002056e-05,2.80726960927723
"855","MAP1S",-0.897920600717758,15.0467915405579,-5.35165858568744,6.47835876550528e-06,2.7977966976303e-05,2.7916618445563
"2355","COMMD9",-0.980846901083875,14.4481254231964,-5.3588446647276,6.34207902677389e-06,2.74396740277667e-05,2.77017346903902
"1397","',TBCE
""1406",-1.02924695750962,13.7592249779532,-5.33092141077267,6.8882511713227e-06,2.95318113854162e-05,2.7629485459842
"1206","FARSB",-0.812418319846637,17.5625061780273,-5.34380055125518,6.63073271511313e-06,2.85315104785343e-05,2.73888886111562
"1150","EXOC4",0.7212256785829,16.8380645581028,5.32952295542303,6.91680773758504e-06,2.96004222236398e-05,2.71804942378162
"744","MGST1",2.31745424215506,16.0912619830347,5.33844337000245,6.73666032354059e-06,2.89345082748792e-05,2.70483257095055
"1177","H2AZ2",-0.632672479527607,16.6688885411831,-5.32260583745323,7.05980420364091e-06,3.01576418699008e-05,2.68736671620813
"1927","OSTF1",3.79520163286874,10.6175907161103,5.25843380554088,8.53545678401164e-06,3.57488580758427e-05,2.66546257905882
"1953","SPART",-1.35166317110477,13.7981790265706,-5.29774763633375,7.59850101902167e-06,3.24001182691738e-05,2.63011858186482
"797","SRM",-0.604450742151763,16.9309137394256,-5.28769518582387,7.82782859523271e-06,3.32710221647208e-05,2.56790688878264
"1642","NDUFV1",0.384956225440135,17.7397822933817,5.287559717416,7.83096577668364e-06,3.32710221647208e-05,2.55752970093221
"215","GSTP1",0.315472615134939,20.4487845703707,5.27717379541222,8.07525820849035e-06,3.42472281575904e-05,2.55226315614359
"2181","ATP1B1",-1.18817088943684,12.1556433421509,-5.26548025011426,8.3594237317206e-06,3.5263440148008e-05,2.5495800083342
"2172","MYL6B",1.64367536230168,14.7839430360234,5.27469168483238,8.13475868671015e-06,3.44376319268627e-05,2.53789360893171
"2629","BROX",1.12738427111023,14.634203731865,5.26194633523648,8.44724970867839e-06,3.54423751122129e-05,2.5346922102274
"1418","TMEM165",-0.954425648479231,14.0561073534694,-5.26546752434818,8.35973835569826e-06,3.5263440148008e-05,2.51774897257402
"660","GOT1",0.653172008461636,16.2242595377901,5.26359086001897,8.40626547147437e-06,3.53963821102439e-05,2.50660435486068
"1144","EFEMP1",2.91364948736457,16.4530792091982,5.26240449718136,8.43581156671777e-06,3.54423751122129e-05,2.48059605643549
"311","P3H1",-0.359267596672497,18.1025406140269,-5.24088319321406,8.9901528196161e-06,3.73217963884767e-05,2.46241842812162
"1450","MANF",1.03236571010217,15.4630915522355,5.24273599389787,8.94103163405742e-06,3.72490328500131e-05,2.43913639344075
"60","HSPA8",0.58562919483737,19.9432078476845,5.24524933592349,8.8748260605406e-06,3.70386546031058e-05,2.43829467646517
"939","MFGE8",-0.986311596895267,15.2788192410663,-5.24136784515128,8.97727784988236e-06,3.73217963884767e-05,2.4340495107528
"1217","SUGT1",-0.745091409549419,16.2730581458301,-5.23247837595668,9.21638330943951e-06,3.80599506894192e-05,2.43173493451335
"724","LAP3",1.56065531290357,16.4744297442522,5.24526818362092,8.87433143366913e-06,3.70386546031058e-05,2.4276972764565
"430","NDRG1",1.59165091140385,16.8488953892306,5.23782577799498,9.07180007802868e-06,3.7594559901567e-05,2.42676749307363
"1928","VPS53",0.831628058672121,13.636212406127,5.23290989538466,9.20463107705324e-06,3.80599506894192e-05,2.4081910483099
"3350","MRPL38",-1.35139420874509,12.9923414722778,-5.2171368001148,9.64407510639934e-06,3.96871363017271e-05,2.38967596422548
"507","TFG",-0.627031903410658,16.9593684992059,-5.21087787062994,9.82419639902255e-06,4.03579357297826e-05,2.37406232810041
"307","HNRNPA1",-0.488682857588243,18.7032948976677,-5.22030235074228,9.55423426163082e-06,3.93861615191005e-05,2.3556937896983
"1482","RRM2B",1.12763904472722,13.6713970339661,5.19515484940393,1.02916189718922e-05,4.18407543719339e-05,2.35248545545936
"1281","NOP56",1.13976843996049,13.8051664808649,5.19163061694821,1.03993954753023e-05,4.22061523765281e-05,2.33120528452684
"1768","H2BC10",1.36480280707425,14.3359851356539,5.19912157901042,1.01716422374662e-05,4.15679937538047e-05,2.32379349591113
"484","CORO1C",-0.594823218117821,18.4193016112877,-5.21016310434647,9.84497847564624e-06,4.0372972600998e-05,2.3237654415154
"74","RPN2",-0.447759331238369,19.5712325137513,-5.19851601466406,1.01898673594813e-05,4.1570427739891e-05,2.32335894694261
"2354","SELENOM",1.17137843470504,13.0996476834774,5.18642339221433,1.05607040619188e-05,4.27871824364338e-05,2.32075194314711
"210","COPG1",-0.401081364468161,18.3466672618547,-5.19920620657311,1.01690978687941e-05,4.15679937538047e-05,2.31016539724186
"1356","DAZAP1",1.01798596640495,14.8269512820118,5.19550741101575,1.02808985762604e-05,4.18407543719339e-05,2.30325491088631
"1792","PABPN1",1.2899866356197,14.5379184133631,5.15815666424996,1.14808792739099e-05,4.64355288642873e-05,2.23705106033789
"2297","AIP",-3.15466700999107,14.2362547865228,-5.15374163808778,1.16316496187756e-05,4.68844953864493e-05,2.19829186860444
"1930","LAMTOR2",-1.75074886360103,13.7763774453271,-5.14842927834917,1.18156816968471e-05,4.75450126982344e-05,2.1892614262816
"738","CPNE1",-0.884181570814049,17.0723719637989,-5.15689083525321,1.15239062079214e-05,4.65297445860936e-05,2.18872533549596
"1031","ATP5PD",2.26969726165264,13.8932505501643,5.10278263340578,1.35214481007102e-05,5.39485188180619e-05,2.16315571655868
"1037","AGL",0.483263073581047,17.0277461681215,5.13233525529054,1.23911173404647e-05,4.96909093347205e-05,2.13185922159843
"503","EPHX1",1.72126035024992,16.6066965373901,5.137629148598,1.2198818263064e-05,4.90030893770102e-05,2.12432787275227
"254","AKR1C2",1.73490488790813,16.3941360982083,5.11743181408509,1.29488565966028e-05,5.17515319572701e-05,2.07287174630501
"2632","STEAP4",0.529577483234193,17.0397883554044,5.12239053964063,1.27605607631588e-05,5.10855726307783e-05,2.06899140034866
"520","UNC45A",0.753702978910285,15.9042252109154,5.09990647097864,1.36367963259216e-05,5.43168340143973e-05,2.06367414054303
"2927","IDH3G",-0.981337257223064,13.9662527128046,-5.09827541874481,1.37026445508986e-05,5.4487075634096e-05,2.049501061479
"102","PALM2AKAP2",-0.816611057547676,18.1158656520171,-5.09002563573231,1.40405856518448e-05,5.56710895556799e-05,1.99910874994421
"821","UPF1",1.44083682033426,15.3350197262758,5.08985591761638,1.40476243789777e-05,5.56710895556799e-05,1.9946017533552
"1720","METAP2",0.881353958088449,12.3805556377644,5.06548627022354,1.50956668244127e-05,5.95243852373998e-05,1.97343176224915
"2783","ATP5ME",1.00210332027145,12.9943652780462,5.07353155253252,1.4741333970144e-05,5.83222575530192e-05,1.96616265487607
"272","MTHFD1",0.766692745575798,17.8541522951922,5.07204515871517,1.48061685839099e-05,5.84806457635837e-05,1.93322562492589
"770","VAMP3",-1.15075133025416,15.5564423595107,-5.05390867712339,1.56205044622457e-05,6.14910676493746e-05,1.90416234053587
"416","CLIC1",-0.502410769205977,18.4395034735552,-5.04889377200613,1.58534431151099e-05,6.22003641687675e-05,1.90359254528547
"1843","PEF1",1.58997411471998,14.7044222747714,5.05215804201054,1.57014304544167e-05,6.17066216858576e-05,1.88894194570518
"2195","MAP1LC3B2",-0.812356449756291,12.4391587352576,-5.03418217446316,1.65569274711134e-05,6.4424480159877e-05,1.88076819555813
"1922","DUSP3",0.774821919686221,15.017737749223,5.04328738358016,1.61179519177055e-05,6.29240573211084e-05,1.87805424348459
"154","CCT4",-0.307859385268273,18.6531042429424,-5.04333374519807,1.61157466669372e-05,6.29240573211084e-05,1.86450035277316
"1209","STAM",-1.25055831270804,16.6143978778043,-5.04371524657228,1.60976114582171e-05,6.29240573211084e-05,1.8572729885869
"3147","EML3",-0.514491251399683,14.7076420973018,-5.03914595606752,1.631616110233e-05,6.35925750070979e-05,1.83677721584415
"407","SELENBP1",1.13077609767043,17.3464523885387,5.02874473495264,1.68247286799872e-05,6.53586659430144e-05,1.82635367793445
"696","NANS",-0.711444104429717,16.9084676442745,-5.02800064633635,1.68617098440929e-05,6.53945917966629e-05,1.8072205459437
"595","RAB2A",-0.59496358712791,16.7181988242761,-5.02102280626811,1.72124686861167e-05,6.66453221048655e-05,1.79225846079423
"1855","DNAJC11",1.27072387429173,13.7378314722816,4.99422861642982,1.86281382846638e-05,7.1890589321174e-05,1.77705579225893
"1131","SLC25A24",1.49604002136066,14.2655977225895,4.99592790053026,1.85350127323423e-05,7.16484590538741e-05,1.75560168338069
"2479","HSPBP1",2.55836387777255,15.0878899518684,4.97638186537958,1.96347517418771e-05,7.51602996872504e-05,1.71280176142608
"166","CCT6A",-0.327119007414116,18.787785118903,-4.99107261248575,1.88023329843758e-05,7.24442829692125e-05,1.70800769292065
"1184","RBM14",1.02124688353409,16.1514074833314,4.98405443091586,1.91955294719871e-05,7.38385946083941e-05,1.69553245870939
"954","CCDC47",2.28862576840669,13.6738191748685,4.95966161896782,2.06268460626627e-05,7.84485532512236e-05,1.68934093830777
"828","RPS8",-0.388193041183408,18.313108044801,-4.97675572199824,1.96131201774656e-05,7.51602996872504e-05,1.68739955784733
"2067","EIF4E",-1.11592198409997,14.9115962034187,-4.98256961032568,1.92797596973591e-05,7.40418133002814e-05,1.67963414113278
"413","PA2G4",0.588730453424605,17.7996553411169,4.97560641352208,1.96796955281204e-05,7.52102464429626e-05,1.64112974421287
"365","ADH5",0.666468545974055,18.1080978002452,4.97296507709438,1.9833551828794e-05,7.56755909584083e-05,1.62748920330589
"974","GGT5",-1.07593211044823,15.0546636189028,-4.96174638184838,2.05004768368381e-05,7.80939004543849e-05,1.60700323380486
"1082","SAR1B",-0.650307258703121,15.4860389754463,-4.94661622766258,2.14353773012124e-05,8.1392302216198e-05,1.59089276538602
"2733","RBMS3",-2.83422195407944,14.1144159853382,-4.9163601017912,2.34339240660126e-05,8.82702762742136e-05,1.54498804533925
"406","TMEM43",0.710429635735478,17.1111311140787,4.92437180112938,2.28873627444682e-05,8.66266474341188e-05,1.54330253394121
"2557","MYCBP2",1.38615961018505,13.5323718174871,4.93267806982757,2.23340817182975e-05,8.46684319802984e-05,1.54178775622073
"1077","LRRC47",0.90080528981291,14.564131172914,4.91695371595389,2.33929862796727e-05,8.82570586359491e-05,1.52457962840731
"1282","DYNLT1",1.235236299501,13.6679850641696,4.91219241533856,2.37233544990398e-05,8.90759074979872e-05,1.51004698399929
"55","MSN",-0.312163848166809,19.8788377757478,-4.92140421130112,2.30883195859929e-05,8.72472076662999e-05,1.50704528145607
"835","PSMB5",1.85804025353603,16.3488608640406,4.90356332865898,2.43339529038672e-05,9.10785094401887e-05,1.48873127030166
"624","CNN1",-1.64439049362939,16.8561171698416,-4.90537953726451,2.42041528516895e-05,9.07367129161906e-05,1.46937465815815
"490","PGLS",-0.48362474817197,17.9470866053369,-4.91243675929335,2.37062881061782e-05,8.90759074979872e-05,1.46018087969371
"1609","TIPRL",-1.25430034107108,13.6374873464944,-4.89427952620026,2.50083258736987e-05,9.34542510462464e-05,1.4580210936904
"694","EIF4A3",1.0594511500187,15.5052563209339,4.86204813363608,2.74969792833232e-05,0.000102106893149726,1.36748911510667
"1787","YIPF3",1.45286643967031,13.8756964755001,4.86064556886709,2.7610688733626e-05,0.000102331774271982,1.3580135535009
"1527","PRKAA1",0.943638465793343,15.318171221119,4.86215586653208,2.74882643639053e-05,0.000102106893149726,1.35351220006639
"243","VPS35",0.543881083394271,17.72017783697,4.872557843639,2.66596007080097e-05,9.93721654345447e-05,1.34389786882503
"144","CCT7",-0.542611496603639,18.3606582139877,-4.8723457968911,2.66762428838282e-05,9.93721654345447e-05,1.34371211255343
"1896","FSTL1",-0.979469962713404,15.2158053920544,-4.85256066433776,2.82753150030126e-05,0.000103852325197981,1.33964088341097
"1854","ANP32B",4.61572040747271,12.8930046125231,4.85420715285122,2.81386881636006e-05,0.000103511742105726,1.33107149494371
"2929","TRAPPC8",-0.571766283736002,16.5426070792741,-4.85915216875188,2.77322757763517e-05,0.000102496404828585,1.31817082091624
"739","GNA11",-0.595912694447846,16.3076959876597,-4.8602316630027,2.76443342710994e-05,0.000102331774271982,1.30917790103621
"129","GDI2",-0.318345779923551,18.8612153518491,-4.85625454670691,2.7969707993278e-05,0.000103212161890688,1.30819819015513
"1841","SNX9",-0.928307215168444,16.5032507860952,-4.85545596174425,2.80354984232109e-05,0.000103293289503017,1.30113947384884
"2214","TSC2",1.8039811306457,13.9683584361234,4.84416429887295,2.89823629403945e-05,0.000105954126842559,1.27884585993704
"2351","SAP18",0.560936285470483,15.2323245170911,4.84035782727286,2.93086575901596e-05,0.000106981137147982,1.27792261692523
"1400","KRT2",-1.52129746560432,15.5793515671256,-4.84544383880511,2.88734914487559e-05,0.000105884436759201,1.27207956340088
"2270","DCN",0.93402552945379,13.9607150404283,4.84426928423654,2.89734147821529e-05,0.000105954126842559,1.26240615564406
"2657","PDPR",-1.23307295822328,12.9389194228233,-4.83044846783258,3.01753031942577e-05,0.000109804575512438,1.25490992335764
"2818","PIGK",-0.765660408043437,14.6513155729505,-4.83147831118044,3.00840641311198e-05,0.000109641766957002,1.24411420718965
"2623","FGF2",1.54574151797686,13.9833699483973,4.8227682166948,3.08644537593939e-05,0.000111966741484078,1.22619884225602
